datetime	issuance_year	coupon	maturity	price	yield	calc date	unit	quantity	trade_type
12/06/2023 02:10:06 PM	2023	4	12/01/2048	99.529	4.03	12/01/2048	100	50000	Customer bought
12/06/2023 02:10:03 PM	2023	4	12/01/2048	99.529	4.03	12/01/2048	100	50000	Inter-dealer trade
12/06/2023 01:15:27 PM	2023	4	12/01/2052	98.814	4.07	12/01/2052	100	10000	Customer bought
12/06/2023 01:15:24 PM	2023	4	12/01/2052	98.814	4.07	12/01/2052	100	10000	Inter-dealer trade
12/06/2023 12:30:12 PM	2013	3.5	11/01/2031	97.98	3.798	11/01/2031	100	5000	Customer bought
12/06/2023 12:30:12 PM	2013	3.5	11/01/2031	97.88	3.813	11/01/2031	100	5000	Inter-dealer trade
12/06/2023 12:30:12 PM	2013	3.5	11/01/2031	97.88	3.813	11/01/2031	100	5000	Inter-dealer trade
12/06/2023 11:38:50 AM	2023	4	12/01/2053	100.113	3.985	12/01/2032	100	10000	Customer bought
12/06/2023 11:38:50 AM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	10000	Inter-dealer trade
12/06/2023 11:38:48 AM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	10000	Inter-dealer trade
12/06/2023 11:38:48 AM	2023	4	12/01/2053	100.113	3.985	12/01/2032	100	10000	Customer bought
12/06/2023 11:38:47 AM	2023	4	12/01/2053	100.113	3.985	12/01/2032	100	10000	Customer bought
12/06/2023 11:38:47 AM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	10000	Inter-dealer trade
12/06/2023 11:34:59 AM	2023	4	12/01/2042	102.04	3.73	12/01/2032	100	125000	Customer bought
12/06/2023 11:28:36 AM	2023	4	12/01/2041	102.762	3.636	12/01/2032	100	230000	Customer bought
12/06/2023 11:26:13 AM	2017	3	12/01/2033	94.92	3.611	12/01/2033	100	50000	Inter-dealer trade
12/06/2023 11:26:13 AM	2017	3	12/01/2033	94.84	3.621	12/01/2033	100	50000	Customer sold
12/06/2023 11:13:55 AM	2022	4	10/15/2031	108.015	2.71	10/15/2030	100	25000	Customer bought
12/06/2023 10:57:20 AM	2023	4	12/01/2041	102.577	3.66	12/01/2032	100	50000	Customer bought
12/06/2023 10:57:20 AM	2023	4	12/01/2041	102.577	3.66	12/01/2032	100	50000	Inter-dealer trade
12/06/2023 10:28:32 AM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	5000	Inter-dealer trade
12/06/2023 10:28:32 AM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	5000	Customer bought
12/06/2023 10:11:06 AM	2023	4	12/01/2041	102.577	3.66	12/01/2032	100	15000	Customer bought
12/06/2023 10:11:06 AM	2023	4	12/01/2041	102.577	3.66	12/01/2032	100	15000	Inter-dealer trade
12/06/2023 09:45:37 AM	2021	2	09/15/2031	88.733	3.68	09/15/2031	100	155000	Inter-dealer trade
12/06/2023 09:45:37 AM	2021	2	09/15/2031	88.733	3.68	09/15/2031	100	155000	Customer bought
12/06/2023 08:44:41 AM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	50000	Customer bought
12/06/2023 08:30:35 AM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	5000	Customer bought
12/06/2023 08:30:35 AM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	5000	Inter-dealer trade
12/06/2023 07:45:12 AM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	10000	Customer bought
12/06/2023 07:45:12 AM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	10000	Inter-dealer trade
12/05/2023 04:26:16 PM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	100000	Customer bought
12/05/2023 04:26:16 PM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	100000	Inter-dealer trade
12/05/2023 04:03:37 PM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	30000	Customer bought
12/05/2023 04:03:37 PM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	30000	Inter-dealer trade
12/05/2023 04:02:51 PM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	20000	Customer bought
12/05/2023 04:02:51 PM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	20000	Inter-dealer trade
12/05/2023 03:10:26 PM	2010	2.875	08/15/2024	99.31	3.895	08/15/2024	100	10000	Inter-dealer trade
12/05/2023 03:10:26 PM	2010	2.875	08/15/2024	99.31	3.895	08/15/2024	100	10000	Inter-dealer trade
12/05/2023 03:10:26 PM	2010	2.875	08/15/2024	99.41	3.746	08/15/2024	100	10000	Customer bought
12/05/2023 03:02:48 PM	2010	2.875	08/15/2024	98.21	5.552	08/15/2024	100	10000	Customer sold
12/05/2023 03:02:48 PM	2010	2.875	08/15/2024	98.36	5.324	08/15/2024	100	10000	Inter-dealer trade
12/05/2023 03:02:33 PM	2023	4	12/01/2042	102.04	3.73	12/01/2032	100	50000	Customer bought
12/05/2023 03:02:29 PM	2023	4	12/01/2042	102.04	3.73	12/01/2032	100	50000	Inter-dealer trade
12/05/2023 03:02:29 PM	2023	4	12/01/2042	102.04	3.73	12/01/2032	100	50000	Inter-dealer trade
12/05/2023 03:02:00 PM	2023	4	12/01/2042	102.04	3.73	12/01/2032	100	50000	Inter-dealer trade
12/05/2023 02:50:37 PM	2023	4	12/01/2047	100.148	3.98	12/01/2032	100	25000	Customer bought
12/05/2023 02:50:37 PM	2023	4	12/01/2047	100.148	3.98	12/01/2032	100	25000	Inter-dealer trade
12/05/2023 02:23:30 PM	2023	4	12/01/2042	102.04	3.73	12/01/2032	100	100000	Inter-dealer trade
12/05/2023 02:23:30 PM	2023	4	12/01/2042	103.06	3.598	12/01/2032	100	100000	Customer bought
12/05/2023 02:04:45 PM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	25000	Inter-dealer trade
12/05/2023 02:04:45 PM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	25000	Customer bought
12/05/2023 02:03:34 PM	2023	4	12/01/2052	99.727	4.016	12/01/2052	100	50000	Customer bought
12/05/2023 01:11:56 PM	2021	2	09/15/2031	85.592	4.191	09/15/2031	100	25000	Customer sold
12/05/2023 01:11:56 PM	2021	2	09/15/2031	85.592	4.191	09/15/2031	100	25000	Inter-dealer trade
12/05/2023 01:06:24 PM	2023	4	12/01/2053	99.524	4.027	12/01/2053	100	100000	Customer bought
12/05/2023 11:32:14 AM	2023	4	12/01/2052	100.278	3.963	12/01/2032	100	100000	Customer bought
12/05/2023 11:32:10 AM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	100000	Inter-dealer trade
12/05/2023 11:32:10 AM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	100000	Inter-dealer trade
12/05/2023 11:32:00 AM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	100000	Inter-dealer trade
12/05/2023 11:29:31 AM	2023	4	12/01/2052	99.987	4.001	12/01/2052	100	25000	Customer bought
12/05/2023 11:29:27 AM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	25000	Inter-dealer trade
12/05/2023 11:29:27 AM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	25000	Inter-dealer trade
12/05/2023 11:29:00 AM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	25000	Inter-dealer trade
12/05/2023 11:11:19 AM	2023	4	12/01/2044	101.127	3.85	12/01/2032	100	500000	Customer bought
12/05/2023 11:11:19 AM	2023	4	12/01/2044	101.127	3.85	12/01/2032	100	500000	Inter-dealer trade
12/05/2023 10:11:14 AM	2023	4	12/01/2050	98.697	4.08	12/01/2050	100	25000	Inter-dealer trade
12/05/2023 10:11:14 AM	2023	4	12/01/2050	98.697	4.08	12/01/2050	100	25000	Customer bought
12/05/2023 09:19:50 AM	2022	5	10/15/2028	110.522	2.674	10/15/2028	100	20000	Customer sold
12/05/2023 07:37:30 AM	2023	4	12/01/2048	99.529	4.03	12/01/2048	100	5000	Customer bought
12/05/2023 07:37:30 AM	2023	4	12/01/2048	99.529	4.03	12/01/2048	100	5000	Inter-dealer trade
12/04/2023 04:27:57 PM	2023	5	12/01/2033	119.437	2.56	12/01/2032	100	25000	Customer bought
12/04/2023 03:51:45 PM	2023	4	12/01/2041	102.577	3.66	12/01/2032	100	35000	Inter-dealer trade
12/04/2023 03:51:45 PM	2023	4	12/01/2041	102.577	3.66	12/01/2032	100	35000	Customer bought
12/04/2023 03:51:08 PM	2021	2	09/15/2034	80.033	4.339	09/15/2034	100	25000	Customer bought
12/04/2023 03:51:08 PM	2021	2	09/15/2034	79.833	4.366	09/15/2034	100	25000	Customer sold
12/04/2023 03:51:08 PM	2021	2	09/15/2034	80.033	4.339	09/15/2034	100	25000	Inter-dealer trade
12/04/2023 03:51:07 PM	2021	2	09/15/2034	80.033	4.339	09/15/2034	100	25000	Inter-dealer trade
12/04/2023 03:50:52 PM	2023	4	12/01/2041	102.577	3.66	12/01/2032	100	50000	Inter-dealer trade
12/04/2023 03:50:52 PM	2023	4	12/01/2041	102.577	3.66	12/01/2032	100	50000	Customer bought
12/04/2023 03:21:26 PM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	10000	Inter-dealer trade
12/04/2023 03:21:26 PM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	10000	Customer bought
12/04/2023 02:26:37 PM	2022	4	10/15/2040	102.483	3.633	10/15/2031	100	65000	Inter-dealer trade
12/04/2023 02:26:37 PM	2022	4	10/15/2040	102.383	3.648	10/15/2031	100	65000	Customer sold
12/04/2023 02:26:37 PM	2022	4	10/15/2040	103.983	3.417	10/15/2031	100	65000	Customer bought
12/04/2023 02:26:37 PM	2022	4	10/15/2040	102.483	3.633	10/15/2031	100	65000	Inter-dealer trade
12/04/2023 01:18:37 PM	2023	4	12/01/2047	100.148	3.98	12/01/2032	100	100000	Customer bought
12/04/2023 01:18:37 PM	2023	4	12/01/2047	100.148	3.98	12/01/2032	100	100000	Inter-dealer trade
12/04/2023 12:59:48 PM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	10000	Customer bought
12/04/2023 12:59:48 PM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	10000	Inter-dealer trade
12/04/2023 12:30:33 PM	2023	4	12/01/2052	99.562	4.026	12/01/2052	100	100000	Customer bought
12/04/2023 12:30:31 PM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	100000	Inter-dealer trade
12/04/2023 12:00:15 PM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	5000	Inter-dealer trade
12/04/2023 12:00:15 PM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	5000	Customer bought
12/04/2023 11:59:56 AM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	5000	Inter-dealer trade
12/04/2023 11:59:56 AM	2023	4	12/01/2053	98.313	4.098	12/01/2053	100	5000	Customer bought
12/04/2023 11:33:19 AM	2023	4	12/01/2050	99.536	4.028	12/01/2050	100	150000	Customer bought
12/04/2023 11:33:13 AM	2023	4	12/01/2050	98.536	4.09	12/01/2050	100	150000	Inter-dealer trade
12/04/2023 11:18:00 AM	2021	2	09/15/2034	79.849	4.364	09/15/2034	100	100000	Customer sold
12/04/2023 11:18:00 AM	2021	2	09/15/2034	79.949	4.35	09/15/2034	100	100000	Customer bought
12/14/2023 08:09:01 AM	2023	4	12/01/2050	100.098	3.987	12/01/2032	100	10000	Customer bought
12/14/2023 08:08:58 AM	2023	4	12/01/2050	99.998	4	12/01/2050	100	10000	Inter-dealer trade
12/14/2023 08:08:58 AM	2023	4	12/01/2050	99.998	4	12/01/2050	100	10000	Inter-dealer trade
12/14/2023 08:08:29 AM	2023	4	12/01/2050	99.998	4	12/01/2050	100	10000	Inter-dealer trade
12/14/2023 08:08:29 AM	2023	4	12/01/2050	100.098	3.987	12/01/2032	100	10000	Customer bought
12/14/2023 08:08:26 AM	2023	4	12/01/2050	99.998	4	12/01/2050	100	10000	Inter-dealer trade
12/14/2023 08:08:26 AM	2023	4	12/01/2050	99.998	4	12/01/2050	100	10000	Inter-dealer trade
12/13/2023 04:37:02 PM	2021	2	09/15/2031	85.614	4.193	09/15/2031	100	5000	Inter-dealer trade
12/13/2023 04:36:57 PM	2021	2	09/15/2031	86.114	4.11	09/15/2031	100	5000	Customer bought
12/13/2023 03:32:18 PM	2023	4	12/01/2048	99.473	4.034	12/01/2048	100	25000	Customer bought
12/13/2023 03:32:18 PM	2023	4	12/01/2048	99.373	4.04	12/01/2048	100	25000	Inter-dealer trade
12/13/2023 03:32:15 PM	2023	4	12/01/2048	99.373	4.04	12/01/2048	100	25000	Inter-dealer trade
12/13/2023 03:32:15 PM	2023	4	12/01/2048	99.373	4.04	12/01/2048	100	25000	Inter-dealer trade
12/13/2023 03:27:17 PM	2021	5	09/15/2025	103.988	2.65	09/15/2025	100	120000	Customer bought
12/13/2023 02:32:06 PM	2021	3	09/15/2032	99.084	3.12	09/15/2032	100	135000	Customer bought
12/13/2023 02:01:59 PM	2023	4	12/01/2048	99.473	4.034	12/01/2048	100	20000	Customer bought
12/13/2023 02:01:59 PM	2023	4	12/01/2048	99.373	4.04	12/01/2048	100	20000	Inter-dealer trade
